CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,CLASIFICACION_ESTABLECIMIENTO,DIRECCION,TELEFONO_1,TELEFONO_2,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,STATUS_num,MODALIDAD_num,JORNADA_num,PLAN_num,DEPARTAMENTAL_num
21-05-0035-46,21-009,JALAPA,SAN CARLOS ALZATATE,colegio particular mixto monteolivo,colegio,barrio entre rios,46911243,sin telefono,Amarilis Nohemi Mendez Mateo,MAYNOR ANTONIO GOMEZ MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,1,1,0,2,12
21-05-0037-46,21-009,JALAPA,SAN CARLOS ALZATATE,instituto privado de educacion mixta ciencia y tecnologia,instituto,barrio camelias,57637240,sin telefono,Amarilis Nohemi Mendez Mateo,EMORA ESPERANZA SOLIS HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,0,1,0,2,12
21-05-0038-46,21-009,JALAPA,SAN CARLOS ALZATATE,colegio particular mixto monteolivo,colegio,barrio entre rios,53345677,sin telefono,Amarilis Nohemi Mendez Mateo,MARBIN ADIN CARÍAS CARDONA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,1,1,4,1,12
21-05-0049-46,21-009,JALAPA,SAN CARLOS ALZATATE,colegio particular mixto el pino,colegio,aldea pino zapoton,57519934,sin telefono,Amarilis Nohemi Mendez Mateo,MIDÍAN IRENE NÁJERA GONZÁLEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,0,1,0,2,12
21-05-0052-46,21-009,JALAPA,SAN CARLOS ALZATATE,colegio particular mixto monteolivo,colegio,barrio entre rios,40741805,sin telefono,Amarilis Nohemi Mendez Mateo,MAYNOR ANTONIO GOMEZ MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,JALAPA,0,1,3,3,12
21-05-0054-46,21-009,JALAPA,SAN CARLOS ALZATATE,instituto privado de educacion mixta ciencia y tecnologia,instituto,barrio camelias,57637240,sin telefono,Amarilis Nohemi Mendez Mateo,EMORA ESPERANZA SOLIS HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,JALAPA,0,1,3,3,12
21-05-1141-46,21-009,JALAPA,SAN CARLOS ALZATATE,instituto de educacion diversificada por cooperativa,instituto,san carlos alzatate,57748268,sin telefono,Amarilis Nohemi Mendez Mateo,VIVIAN ARELY SANTIAGO Y SANTIAGO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-06-0021-46,21-003,JALAPA,MONJAS,instituto nacional de educacion diversificada,instituto,barrio la reforma,58862473,sin telefono,Iris Victoria Teo Orellana,ELIAZAR ELI ELVIRA LOPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA,0,1,1,1,12
21-06-0032-46,21-003,JALAPA,MONJAS,colegio evangelico libertad,colegio,finca el yalu,40160286,sin telefono,Iris Victoria Teo Orellana,DALIA CARINA MORALES LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA,1,1,1,1,12
21-06-0034-46,21-003,JALAPA,MONJAS,colegio evangelico libertad,colegio,finca el yalu,40160286,sin telefono,Iris Victoria Teo Orellana,DALIA CARINA MORALES LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,1,1,4,1,12
21-06-0036-46,21-003,JALAPA,MONJAS,instituto municipal de educacion,instituto,lotificacion el recuerdo i,46002805,sin telefono,Iris Victoria Teo Orellana,HUGO FRANCISCO NÁJERA LÓPEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,0,1,0,2,12
21-06-0048-46,21-003,JALAPA,MONJAS,colegio evangelico particular mixto la palabra,colegio,"el espinalar, caserio la ceibita",40501176,sin telefono,Iris Victoria Teo Orellana,JOSÉ DANIEL RECINOS HERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-06-0052-46,21-003,JALAPA,MONJAS,instituto tecnico de formacion integral intecfori,instituto,barrio el porvenir,58589094,sin telefono,Iris Victoria Teo Orellana,JULIA ARACELY GUDIEL LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,JALAPA,0,1,3,3,12
21-06-0054-46,21-003,JALAPA,MONJAS,instituto municipal de educacion,instituto,lotificacion el recuerdo i,46002805,sin telefono,Iris Victoria Teo Orellana,HUGO FRANCISCO NÁJERA LÓPEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,JALAPA,0,1,3,3,12
21-06-0239-46,21-003,JALAPA,MONJAS,escuela normal regional de oriente licenciado clemente marroquin rojas,escuela,kilometro 146.5,46354246,sin telefono,Iris Victoria Teo Orellana,PEDRO ANTONIO RAMOS RUANO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JALAPA,0,1,0,1,12
21-06-0806-46,21-003,JALAPA,MONJAS,colegio particular mixto liceo minerva,colegio,barrio la reforma,42120887,sin telefono,Iris Victoria Teo Orellana,OTONIEL  LÓPEZ GARNICA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-06-1131-46,21-003,JALAPA,MONJAS,colegio particular mixto liceo monjas,colegio,barrio la reforma,79247374,sin telefono,Iris Victoria Teo Orellana,PATRICIA  ELVIRA LOBOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-06-1135-46,21-003,JALAPA,MONJAS,instituto tecnico de formacion integral intecfori,instituto,barrio el porvenir,52589094,sin telefono,Iris Victoria Teo Orellana,JULIA ARACELY GUDIEL LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,0,1,0,2,12
21-06-1142-46,21-003,JALAPA,MONJAS,instituto de educacion diversificada por cooperativa,instituto,barrio la reforma,79247315,sin telefono,Iris Victoria Teo Orellana,YONY MANUEL GODOY MOLINA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-06-1194-46,21-016,JALAPA,MONJAS,escuela normal regional de parvulos ads. a escuela normal regional de oriente lic. clemente marroquin rojas,escuela,sin direccion,sin telefono,sin telefono,Ana Gloria Molina Teo,,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,2,1,4,1,12
21-06-1195-46,21-016,JALAPA,MONJAS,instituto tecnico de formacion integral,instituto,barrio el porvenir,sin telefono,sin telefono,Ana Gloria Molina Teo,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA,1,1,2,1,12
21-06-1338-46,21-016,JALAPA,MONJAS,instituto tecnico industrial miguel faraday,instituto,barrio la libertad,52971434,sin telefono,Ana Gloria Molina Teo,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,1,1,4,1,12
21-06-1339-46,21-003,JALAPA,MONJAS,instituto tecnico industrial albert einstein,instituto,barrio el porvenir,52589094,sin telefono,Iris Victoria Teo Orellana,HUGO FRANCISCO NÁJERA LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-06-1426-46,21-016,JALAPA,MONJAS,colegio tecnico mixto monte nevado de oriente,colegio,barrio el porvenir,sin telefono,sin telefono,Ana Gloria Molina Teo,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,1,1,4,1,12
21-07-0063-46,21-020,JALAPA,MATAQUESCUINTLA,instituto nacional de educacion diversificada,instituto,canton elena,38366101,sin telefono,Maria Fernanda Aguilar Reyes,ANA REBECA HERRERA JACOBO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-07-0080-46,21-019,JALAPA,MATAQUESCUINTLA,instituto tecnico industrial albert einstein,instituto,canton barrios,79225573,sin telefono,Idalia Olina Gonzalez Reyes,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA,1,1,1,1,12
21-07-0081-46,21-020,JALAPA,MATAQUESCUINTLA,instituto tecnico industrial albert einstein,instituto,4a. av. 1-61 zona 3 canton calvario,47966181,sin telefono,Maria Fernanda Aguilar Reyes,JOSUÉ DAVID POLANCO MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-07-0089-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto centro de estudios de informatica compumaster,colegio,2a. avenida 7-06 zona 4,55812698,sin telefono,Maria Fernanda Aguilar Reyes,HENRY MANRIQUE REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,0,1,0,2,12
21-07-0095-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto san jose,colegio,aldea san jose,32486684,sin telefono,Maria Fernanda Aguilar Reyes,SANDRA LILIANA MUÑOZ LÉMUS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-07-0097-46,21-019,JALAPA,MATAQUESCUINTLA,colegio particular mixto la sagrada familia,colegio,3a. calle 6-04 zona 2 canton calvario,79242042,sin telefono,Idalia Olina Gonzalez Reyes,AMILCAR  PEREZ RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA,0,1,2,1,12
21-07-0098-46,21-019,JALAPA,MATAQUESCUINTLA,instituto tecnico insdustrial albert einstein,instituto,"4a. avenida 1-61 zona 3, canton calvario",47966181,sin telefono,Idalia Olina Gonzalez Reyes,JOSUÉ DAVID POLANCO MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,0,1,0,2,12
21-07-0101-46,21-019,JALAPA,MATAQUESCUINTLA,colegio particular mixto centro de estudios de informatica compumaster,colegio,"2a. avenida 7-06, zona 4",55812698,sin telefono,Idalia Olina Gonzalez Reyes,HENRY MANRIQUE REYES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,1,1,0,2,12
21-07-0110-46,21-018,JALAPA,MATAQUESCUINTLA,colegio particular mixto centro de estudios de informatica compumaster,colegio,2a. av. 7-06 zona 4,55812698,sin telefono,Mario Leonel Sandoval Martinez,HENRY MANRIQUE REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,JALAPA,0,1,3,3,12
21-07-0111-46,21-019,JALAPA,MATAQUESCUINTLA,colegio laude,colegio,5a. av. 4-32 zona 3,36087926,sin telefono,Idalia Olina Gonzalez Reyes,ORFA EUNICE GONZÁLEZ GOMÉZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-07-0119-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto divino maestro,colegio,3a. avenida 1-44 zona 3,79242216,sin telefono,Maria Fernanda Aguilar Reyes,JUAN JOSÉ LÓPEZ ALBIZURES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-07-0122-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto divino maestro,colegio,3a. avenida 1-44 zona 3,79242216,sin telefono,Maria Fernanda Aguilar Reyes,JUAN JOSÉ LÓPEZ ALBIZURES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,0,1,0,2,12
21-07-0124-46,21-018,JALAPA,MATAQUESCUINTLA,colegio particular mixto la sagrada familia,colegio,3ra. calle 6-04 zona 2,30640255,sin telefono,Mario Leonel Sandoval Martinez,AMILCAR PÉREZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JALAPA,0,1,0,1,12
21-07-0273-46,21-020,JALAPA,MATAQUESCUINTLA,instituto diversificado municipal de perito contador,instituto,"1ra. calle 1-19 zona 2, canton calvario",51959975,sin telefono,Maria Fernanda Aguilar Reyes,LUIS OSWALDO DONIS DURÁN,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA,0,1,2,1,12
21-07-0402-46,21-019,JALAPA,MATAQUESCUINTLA,de ensenanza,otro,"mataquescuintla, jalapa",sin telefono,sin telefono,Idalia Olina Gonzalez Reyes,,DIVERSIFICADO,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA,1,1,2,1,12
21-07-0933-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto la sagrada familia,colegio,3a. calle 6-04 zona 2 canton calvario,79242042,sin telefono,Maria Fernanda Aguilar Reyes,AMILCAR  PEREZ RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-07-1269-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto centro de estudios de informatica compumaster,colegio,2a. avenida 7-06 zona 4,55812698,sin telefono,Maria Fernanda Aguilar Reyes,HENRY MANRIQUE REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0,1,4,1,12
21-07-1416-46,21-020,JALAPA,MATAQUESCUINTLA,colegio particular mixto la sagrada familia,colegio,3a. calle 6-04 zona 2 canton calvario,79242042,sin telefono,Maria Fernanda Aguilar Reyes,AMILCAR  PEREZ RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,0,1,0,2,12
21-07-1463-46,21-020,JALAPA,MATAQUESCUINTLA,colegio mixto del sagrado corazon,colegio,canton elena,57701693,sin telefono,Maria Fernanda Aguilar Reyes,HÉCTOR ADÁN JUÁREZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA,0,1,1,1,12
22-01-0014-46,22-013,JUTIAPA,JUTIAPA,escuela nacional de ciencias comerciales,escuela,"complejo educativo, barrio el condor",78441241,sin telefono,Rony Esmeltzer Ramos Quinonez,MIRZA ELIZABETH ARAGÓN POLANCO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0,1,1,1,13
22-01-0015-46,,JUTIAPA,JUTIAPA,instituto privado mixto de educacion diversificada colegio moderno jutiapaneco,colegio,3a. avenida 4-66 zona 1,sin telefono,sin telefono,sin supervisor,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,1,1,4,1,13
22-01-0017-46,22-003,JUTIAPA,JUTIAPA,colegio tecnico profesional san cristobal,colegio,7a. calle 5-30 zona 1,78441530,sin telefono,Remberto Recinos Sarceno,DELMY ASTRID MÉNDEZ POLANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0019-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,instituto,"5a. calle 5-43, zona 1",78442296,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,RONI ERNESTO RECINOS ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0020-46,22-001,JUTIAPA,JUTIAPA,colegio particular mixto de magisterio,colegio,1a. avenida 4-64 zona 1,78442157,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,ISRAEL JOSUÉ VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0022-46,22-037,JUTIAPA,JUTIAPA,instituto privado mixto de educacion diversificada de mercadotecnia y publicidad de oriente,instituto,5a. av. 7-35 zona 1,78441530,sin telefono,Sandra Ninneth Bonilla Archila,JORGE MARIO AGUILAR RETANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA,0,1,0,2,13
22-01-0221-46,22-009,JUTIAPA,JUTIAPA,colegio particular mixto integral evolucion,colegio,7a. calle 8a. avenida 7-49 zona 3 barrio el chaparron,78443090,sin telefono,Gaudy Yadira Isabel Ixchop Ambrocio,MILDRED ESPERANZA VILLANUEVA DE FLORIAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,1,1,4,1,13
22-01-0222-46,22-001,JUTIAPA,JUTIAPA,colegio particular mixto integral evolucion,colegio,7a. calle 8a. avenida 7-49 zona 3 barrio el chaparron,57313172,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,MIGUEL ANGEL MARTINEZ DE LA VEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA,0,1,0,2,13
22-01-0254-46,22-001,JUTIAPA,JUTIAPA,liceo crezco aprendiendo,liceo,"7a. calle entre 6a. y 7a. avenida zona 3, barrio el chaparron",78442263,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,CINDY VIOLETA MANSILLA ARROYO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0255-46,22-001,JUTIAPA,JUTIAPA,colegio particular mixto de magisterio,colegio,1ra. avenida 4-64 zona 1,78442157,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,JORGE OMAR VÁSQUEZ LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0256-46,22-007,JUTIAPA,JUTIAPA,escuela de estudios penitenciarios,escuela,"3era. brigada militar de infanteria, aldea cerro gordo",sin telefono,sin telefono,Wilmer Obed Ramirez Linares,JULIO MARTIN CASTELLANOS PEÑA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA,1,1,0,2,13
22-01-0261-46,22-001,JUTIAPA,JUTIAPA,colegio particular mixto el pilar,colegio,5ta. calle 5-09 zona 1,78446397,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,MANUEL ESTUARDO VALDÉZ PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0262-46,22-001,JUTIAPA,JUTIAPA,liceo jutiapa,liceo,4ta. calle 1-53 zona 1,78441008,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,ALVARO  CISNEROS QUIÑONEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0270-46,22-003,JUTIAPA,JUTIAPA,colegio el bosque,colegio,aldea el chiltepe,78442277,sin telefono,Remberto Recinos Sarceno,INGRID CAROL JUAREZ DOMINGUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0,1,1,1,13
22-01-0275-46,22-001,JUTIAPA,JUTIAPA,instituto tecnologico bilingue,instituto,9a. ave. 7-59 zona 1,78442338,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,OSIEL DIONICIO VIVAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0,1,1,1,13
22-01-0277-46,22-003,JUTIAPA,JUTIAPA,instituto tecnologico de computacion de oriente itco,instituto,"8va. calle 4-42 zona 1, barrio latino",58248045,sin telefono,Remberto Recinos Sarceno,JONATHAN GABRIEL AZMITIA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0282-46,22-003,JUTIAPA,JUTIAPA,colegio particular mixto genesis,colegio,"8a. avenida 7-33 zona 3, barrio el chaparron",78446178,sin telefono,Remberto Recinos Sarceno,ALBA YESENIA ALARCON HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0295-46,22-013,JUTIAPA,JUTIAPA,instituto nacional de educacion diversificada,instituto,"complejo educativo, barrio el condor.",58436203,sin telefono,Rony Esmeltzer Ramos Quinonez,MARTA LUISA BONILLA GARCÍA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0,1,1,1,13
22-01-0298-46,22-005,JUTIAPA,JUTIAPA,instituto nacional de educacion diversificada,instituto,"aldea los anonos, canton valencia",47704740,sin telefono,Edgar Arnulfo Gonzalez Gudiel,FREDY ESTUARDO SICÁ CUYUCH,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0300-46,22-037,JUTIAPA,JUTIAPA,colegio para trabajadores prof. carlos armando cambara garcia,colegio,"entrada al complejo educativo, 0-16 zona 3",58251449,sin telefono,Sandra Ninneth Bonilla Archila,EDGAR ARNULFO GONZÁLEZ GUDIEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA,0,1,0,2,13
22-01-0302-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,instituto,5ta. calle 5-43 zona 1,78442296,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,RONI ERNESTO RECINOS ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0,1,1,1,13
22-01-0304-46,22-003,JUTIAPA,JUTIAPA,colegio nuevos horizontes,colegio,"caserio villa hermosa, canton potrero grande",33014043,sin telefono,Remberto Recinos Sarceno,ESTRELLITA NORICELDA RAMÍREZ CABRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0305-46,22-013,JUTIAPA,JUTIAPA,instituto nacional de educacion diversificada,instituto,"complejo educativo, barrio el condor",46863273,sin telefono,Rony Esmeltzer Ramos Quinonez,JESSICA IVETH AVILA ARCHILA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0306-46,22-001,JUTIAPA,JUTIAPA,centro de estudios diversificados ced jutiapa,centro educativo,aldea las crucitas,41589757,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,ANA MARÍA SANDOVAL MORAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0,1,1,1,13
22-01-0310-46,22-003,JUTIAPA,JUTIAPA,liceo educativo innovador leisar,liceo,"7a. avenida 5-24, barrio el chaparron, zona 3,",78441031,sin telefono,Remberto Recinos Sarceno,REGNIER ANTONIO VELÁSQUEZ DONIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0,1,4,1,13
22-01-0312-46,22-037,JUTIAPA,JUTIAPA,liceo educativo innovador leisar,liceo,"7a. avenida 5-24, barrio el chaparron, zona 3,",78441031,sin telefono,Sandra Ninneth Bonilla Archila,REGNIER ANTONIO VELÁSQUEZ DONIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA,0,1,0,2,13
22-01-0314-46,22-037,JUTIAPA,JUTIAPA,colegio el bosque,colegio,aldea el chiltepe,41875134,sin telefono,Sandra Ninneth Bonilla Archila,INGRID CAROL JUAREZ DOMINGUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA,0,1,0,2,13
22-01-0320-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,instituto,5ta. calle 5-43 zona 1,78442296,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,RONI ERNESTO RECINOS ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0,1,1,1,13
22-01-0321-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,instituto,5ta. calle 5-43 zona 1,78442296,sin telefono,Cecilia Isabel Aldecoa Casasola De Castro,RONI ERNESTO RECINOS ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA,0,1,0,1,13
