CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,CLASIFICACION_ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
01-08-0346-46,01-603,GUATEMALA,MIXCO,academia comercial e instituto lourdes,instituto,"5A. AVENIDA 6-51 ""A"" ZONA 1",55184534,ROSA ALBELIA ARDON DE MOTTA,ESTEBAN  TOCON XICAY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0348-46,01-603,GUATEMALA,MIXCO,academia comercial e instituto lourdes,instituto,"5A. AVENIDA 6-51 ""A"" ZONA 1",55184534,ROSA ALBELIA ARDON DE MOTTA,ESTEBAN  TOCON XICAY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0349-46,01-604,GUATEMALA,MIXCO,escuela normal intercultural,escuela,5A. CALLE 3-71 ZONA 3 COLONIA EL CASTAÑO,24333813,EMORA EMPERATRIZ CRUZ DE FUENTES,MARLON ESTUARDO LARA DE PAZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0357-46,01-604,GUATEMALA,MIXCO,colegio de informatica justo rufino bautista,colegio,16 CALLE 9-18 ZONA 7 COLONIA SAN IGNACIO,24362485,EMORA EMPERATRIZ CRUZ DE FUENTES,YASMI LAURA CARÍAS PEÑA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0359-46,01-604,GUATEMALA,MIXCO,colegio de informatica justo rufino bautista,colegio,16 CALLE 9-18 ZONA 7 COLONIA SAN IGNACIO,24362485,EMORA EMPERATRIZ CRUZ DE FUENTES,YASMI LAURA CARÍAS PEÑA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0363-46,01-401,GUATEMALA,MIXCO,liceo cristiano frater,liceo,"CALZADA MATEO FLORES 6-44, ZONA 3 COLONIA COTIÓ",22432100,IXMUCANE ALDANA VILLAVICENCIO,ADRIANA JANETH MORALES MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0369-46,01-409,GUATEMALA,MIXCO,instituto tecnologico en educacion integral mixco a la vanguardia,instituto,3RA. CALLE 8-12 ZONA 1,54486839,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,NORA ELIZABETH CRISPÍN FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0375-46,01-621,GUATEMALA,MIXCO,liceo cristiano el pueblo de israel,liceo,CALLE PANZALIC 8-24 ZONA 1,56004516,MARTA LUZ BETETA ORTIZ DE JORDAN,JOSÉ EFRAÍN ORANTES BONILLA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0384-46,01-615,GUATEMALA,MIXCO,centro logistico integral bilingue guatemala (clibguatemala),centro educativo,BOULEVARD EL MILAGRO 31-31 RESIDENCIALES BOSCO ZONA 6,24366114,LILIANA MARINA FLORES JIMENEZ,HADA YOLANDA LÓPEZ REVOLORIO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0386-46,01-615,GUATEMALA,MIXCO,centro logistico integral bilingue guatemala (clibguatemala),centro educativo,BOULEVARD EL MILAGRO 31-31 RESIDENCIALES BOSCO ZONA 6,24366114,LILIANA MARINA FLORES JIMENEZ,JULIO HENRY CANEL SANCHEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0393-46,01-603,GUATEMALA,MIXCO,colegio hands at work school,colegio,12 CALLE 3-55 COLONIA LO DE COY ZONA 1,24635454,ROSA ALBELIA ARDON DE MOTTA,NELLY SORAYDA HERNÁNDEZ ARCHILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0396-46,01-602,GUATEMALA,MIXCO,colegio hispano guatemalteco finde,colegio,9NA. CALLE 7-30 ZONA 3 COLONIA NUEVA MONTSERRAT,56963332,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,VICTOR MANUEL HERRERA GALINDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0407-46,01-609,GUATEMALA,MIXCO,centro de aprendizaje bilingue no. 1,centro educativo,"7A. CALLE 3-96 SECTOR II, COL. BALCONES CIUDAD SAN CRISTOBAL ZONA 8",24783948,SILVIA HORTENSIA GONZALEZ MARTINEZ,GRYSELDA  RAMIREZ BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0408-46,01-609,GUATEMALA,MIXCO,instituto tecnologico privado de guatemala,instituto,22 AVENIDA 11-86 BOULEVARD VILLA DEPORTIVA CIUDAD SAN CRISTOBAL ZONA 8,59661126,SILVIA HORTENSIA GONZALEZ MARTINEZ,ALVARO GUILLERMO ARELLANO RODAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0409-46,01-609,GUATEMALA,MIXCO,instituto tecnologico privado de guatemala,instituto,22 AVENIDA 11-86 BOULEVARD VILLA DEPORTIVA CIUDAD SAN CRISTOBAL ZONA 8,59661126,SILVIA HORTENSIA GONZALEZ MARTINEZ,ALVARO GUILLERMO ARELLANO RODAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0420-46,01-607,GUATEMALA,MIXCO,colegio de informatica justo rufino bautista,colegio,7A AVENIDA 11-40 COLONIA PRIMERO DE JULIO ZONA 5,24362000,OLGA MARINA AJQUEJAY SALOJ DE TUBAC,MARCELA FLORIDALMA ZAPET JACOBO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0422-46,01-621,GUATEMALA,MIXCO,colegio santa catalina laboure,colegio,4A. CALLE 0-05 ZONA 1 DE MIXCO,52026594,MARTA LUZ BETETA ORTIZ DE JORDAN,MAYRA LUCRECIA ALONZO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0424-46,01-616,GUATEMALA,MIXCO,colegio monarquia parlamentaria de canada,colegio,6A. AVENIDA 26-24 COLONIA SAN FRANCISCO I ZONA 6,31151382,RENE SAZO NAVICHOQUE,RICARDO ENRIQUE ALVARADO VALENZUELA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0428-46,01-409,GUATEMALA,MIXCO,centro educativo san jose,centro educativo,5A. AVENIDA 16-86 ZONA 11,44477567,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,MIRIAM  MÉNDEZ VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0431-46,01-409,GUATEMALA,MIXCO,colegio hispano guatemalteco finde,colegio,"9A. CALLE 7-30 ZONA 3, COLONIA NUEVA MONTSERRAT",56963332,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,VICTOR MANUEL HERRERA GALINDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0434-46,01-409,GUATEMALA,MIXCO,colegio en computacion san jose no. 1,colegio,"3A. CALLE 14-95 ZONA 3, COLONIA NUEVA MONTSERRAT",51008683,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,THELMA PATRICIA HURTADO ZUÑIGA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0437-46,01-409,GUATEMALA,MIXCO,colegio en computacion san jose no. 1,colegio,"3A. CALLE 14-95 ZONA 3, COLONIA NUEVA MONTSERRAT",51008683,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,THELMA PATRICIA HURTADO ZUÑIGA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0439-46,01-409,GUATEMALA,MIXCO,colegio en computacion san jose no. 1,colegio,"3A. CALLE 14-95 ZONA 3, COLONIA NUEVA MONTSERRAT",51008683,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,THELMA PATRICIA HURTADO ZUÑIGA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0441-46,01-603,GUATEMALA,MIXCO,colegio ixmucane,colegio,"6A. CALLE 7-12 COLONIA NUEVA MONSERRAT, ZONA 3",24375856,ROSA ALBELIA ARDON DE MOTTA,SILVIA LUCRECIA GARCÍA MOYA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0445-46,01-607,GUATEMALA,MIXCO,colegio rey de justicia,colegio,"4A. AVENIDA 0-13  COLONIA SANTA MARTA, ZONA 5",55749249,OLGA MARINA AJQUEJAY SALOJ DE TUBAC,BLANCA ISABEL GÁLVEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0451-46,01-604,GUATEMALA,MIXCO,colegio agustiniano,colegio,5A AVENIDA 23-55 CONDADO NARANJO ZONA 4,23008686,EMORA EMPERATRIZ CRUZ DE FUENTES,WENDY JULISSA LÓPEZ MIJANGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0456-46,01-619,GUATEMALA,MIXCO,colegio experimental cristiano verbo 2,colegio,"27 AVENIDA 8-36, EL NARANJO, ZONA 4",22104862,JUAN WALDEMAR CABRERA MENDEZ,CLAUDIA LORENA GARZONA NOLASCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0462-46,01-621,GUATEMALA,MIXCO,instituto de educacion media ciclo diversificado tierra blanca,instituto,7A. AVENIDA  6-70 ZONA 1,22200570,MARTA LUZ BETETA ORTIZ DE JORDAN,ANA LUISA ALVARADO SÁNCHEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0463-46,01-401,GUATEMALA,MIXCO,instituto de teologia y ciencias sociales monsenor angelico melotto,instituto,9A. CALLE 1-91COLONIA EL ROSARIO ZONA 3,24370470,IXMUCANE ALDANA VILLAVICENCIO,HECTOR LEONEL COC CAJBON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0466-46,01-639,GUATEMALA,MIXCO,liceo canadiense sociedad anonima,liceo,"9A. AVENIDA 0-55 ZONA 2, COLONIA ALVARADO",23750057,ANDREA VANESSA ALDANA VILLAGRAN  DE CASTRO,IRMA CAROLINA PEDROZA TAQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE
01-08-0467-46,01-620,GUATEMALA,MIXCO,colegio privado mixto nuevo san cristobal,colegio,18 AV. A  0-87  Z.  11  MIXCO  COLONIA  PRIMERO DE  MAYO,24831068,RONALD MAURICIO MORALES VIVAR,JOSÉ ALEJANDRO MONROY MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0470-46,01-621,GUATEMALA,MIXCO,liceo santander,liceo,8A. AV.  00-62  Z. 1,50170973,MARTA LUZ BETETA ORTIZ DE JORDAN,HORTENSIA AMPARO GONZÁLEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0479-46,01-621,GUATEMALA,MIXCO,centro educativo lincoln,centro educativo,1A. CALLE 5-44 ZONA 1,24344718,MARTA LUZ BETETA ORTIZ DE JORDAN,HEIDY CAROLINA SOTO CHINCHILLA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0482-46,01-608,GUATEMALA,MIXCO,colegio mixto nueva jerusalen,colegio,"22 CALLE 12-30  COL. SAN FRANCISCO , SAN JOSE LA COMUNIDAD  ZONA 10",52923380,EDGAR ALBERTO SIMON CHALI,PEDRO ISIDRO RODRIGUEZ ARANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0496-46,01-616,GUATEMALA,MIXCO,centro educativo fe y alegria no. 2,centro educativo,29  CALLE  SECTOR  3 COLONIA  CAROLINGIA  ZONA  6,24317273,RENE SAZO NAVICHOQUE,GLORIA  RAQUEL  AILÓN  MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0497-46,01-609,GUATEMALA,MIXCO,colegio nuestro gran colegio,colegio,8A. CALLE 8-23 SECTOR A-10 SAN CRISTOBAL 1ZONA 8,24433644,SILVIA HORTENSIA GONZALEZ MARTINEZ,CARLOS VICENTE RAXÓN EQUITÉ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0499-46,01-602,GUATEMALA,MIXCO,instituto mixto intercultural santiago,instituto,KM.  15 CALZADA ROOSEVELT  ZONA  7  PASAJE  DE  LA VISITACION  13-70,47094869,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,EVELYN EMILIA ROMÁN CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0501-46,01-615,GUATEMALA,MIXCO,colegio tecnico secretarial san agustin,colegio,"2A.  AVENIDA  13-24  ZONA 6,  COLONIA  SAN FRANCISCO  2",57317309,LILIANA MARINA FLORES JIMENEZ,JORGE GRANADOS GUZMÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0502-46,01-615,GUATEMALA,MIXCO,colegio valladolid de guatemala,colegio,13 AVENIDA  8-51  ZONA  6  COLONIA  VILLAFLOR,23330352,LILIANA MARINA FLORES JIMENEZ,AURA CONSUELO MORALES ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0505-46,01-639,GUATEMALA,MIXCO,centro de formacion extraescolar rukux naoj,centro educativo,KM.15 CALZADA ROOSELVELT  Y  0 AV. 13-70 ZONA 3,25011755,ANDREA VANESSA ALDANA VILLAGRAN  DE CASTRO,ALFONSO EFRAÍN TZAQUITZAL ZAPETA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0519-46,01-621,GUATEMALA,MIXCO,colegio tecnologico moderno vygotski,colegio,2A.  CALLE  8-55  ZONA  1,47651449,MARTA LUZ BETETA ORTIZ DE JORDAN,CLAUDIA YANETH SIAN BURRION,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0520-46,01-621,GUATEMALA,MIXCO,colegio tecnologico moderno vygotski,colegio,2A.  CALLE  8-55 ZONA  1,47651449,MARTA LUZ BETETA ORTIZ DE JORDAN,CLAUDIA YANETH SIAN BURRION,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0532-46,01-616,GUATEMALA,MIXCO,liceo cristiano baluarte preuniversitario,liceo,23  CALLE  12-41  SECTOR III  COL. SAN JOSE  LAS  ROSAS  ZONA  6,56618558,RENE SAZO NAVICHOQUE,ROSA BEATRÍZ MONROY MONZÓN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0533-46,01-621,GUATEMALA,MIXCO,colegio pracbil,colegio,9A.  AVENIDA  5-15 ZONA  1,24344227,MARTA LUZ BETETA ORTIZ DE JORDAN,LIDIA DUBILIA PATZÁN RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0534-46,01-615,GUATEMALA,MIXCO,instituto de educacion basica doctor theo bloem,instituto,64  CALLE  14-39  SACOJ  CHIQUITO  ZONA  6,24366554,LILIANA MARINA FLORES JIMENEZ,ROENA   TERESA  MONTERROSO  PÉREZ   DE   GRANADOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0535-46,01-615,GUATEMALA,MIXCO,instituto de educacion basica doctor theo bloem,instituto,64 CALLE  13-57   ALDEA  SACOJ  CHIQUITO  ZONA  6,24366554,LILIANA MARINA FLORES JIMENEZ,ROENA TERESA MONTERROSO PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0537-46,01-616,GUATEMALA,MIXCO,colegio mixto forjador de juventudes,colegio,"3A.   AVENIDA  10-74  ZONA  6,  COLONIA SAN  FRANCISCO  II",26649998,RENE SAZO NAVICHOQUE,GRECIA ESMERALDA RECINOS ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0538-46,01-621,GUATEMALA,MIXCO,colegio bilingue el pinar,colegio,4A.  AVENIDA  2-19  ZONA  1,24335021,MARTA LUZ BETETA ORTIZ DE JORDAN,EDGAR FERNANDO GARCIA MELENDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0545-46,01-409,GUATEMALA,MIXCO,centro integral educativo san francisco,centro educativo,"0  AVENIDA  ""B""  5-55  COLONIA  MONTSERRAT  I  ZONA  4",55086336,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,CARMEN ELVIRA TZUN AJANEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0548-46,01-609,GUATEMALA,MIXCO,centro de aprendizaje bilingue no. 1,centro educativo,7A. CALLE  3-96  ZONA  8  BALCONES  II  SAN  CRISTOBAL,25048292,SILVIA HORTENSIA GONZALEZ MARTINEZ,GRYSELDA  RAMIREZ BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0550-46,01-602,GUATEMALA,MIXCO,centro integral educativo san francisco,centro educativo,"0 AVENIDA  ""B"" 5-55  COLONIA  MONTSERRAT  I  ZONA  4",55086336,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,CARMEN ELVIRA TZUN AJANEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0552-46,01-604,GUATEMALA,MIXCO,centro integral educativo san francisco,centro educativo,"0  AVENIDA  ""B""   5-55  COLONIA   MONTSERRAT   I,  ZONA  4",23643638,EMORA EMPERATRIZ CRUZ DE FUENTES,VILMA ISABEL OROZCO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0554-46,01-606,GUATEMALA,MIXCO,"instituto de educacion media, ciclo diversificado por cooperativa de ensenanza primero de mayo",instituto,"8A. AVENIDA  ""B"" 7-27 APTO. A  COLONIA   PLANES  DE MINERVA  ZONA  11",24838454,RONALD MAURICIO MORALES VIVAR,BRENDA MAGALI ESTRADA ESTRADA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0555-46,01-603,GUATEMALA,MIXCO,teacher training center  ttcmanitas a l a obra,otro,CALZADA  MATEO  FLORES  9-23  ZONA  3,55943850,ROSA ALBELIA ARDON DE MOTTA,DIANA JAZMÍN HERNÁNDEZ PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0561-46,01-603,GUATEMALA,MIXCO,colegio bilingue educate,colegio,KILOMETRO  13 CALZADA  ROOSEVELT   10-86  ZONA  2,22503553,ROSA ALBELIA ARDON DE MOTTA,DORA PATRICIA BARAHONA BETANCOURTH,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0575-46,01-603,GUATEMALA,MIXCO,liceo tecnico interamericano,liceo,4A. CALLE  4-39  C  ZONA  1,51254491,ROSA ALBELIA ARDON DE MOTTA,ANA LUISA ALVARADO SÁNCHEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0576-46,01-603,GUATEMALA,MIXCO,liceo tecnico interamericano,liceo,4A.  CALLE  4-39  C  ZONA  1,51254491,ROSA ALBELIA ARDON DE MOTTA,ANA LUISA ALVARADO SÁNCHEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0579-46,01-603,GUATEMALA,MIXCO,centro educativo paulo neves freire,centro educativo,9A.  AVENIDA  5-15  ZONA  1,24344227,ROSA ALBELIA ARDON DE MOTTA,LIDIA DUBILIA PATZÁN RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0580-46,01-603,GUATEMALA,MIXCO,centro educativo paulo neves freire,centro educativo,9A.  AVENIDA  5-15 ZONA 1,24344227,ROSA ALBELIA ARDON DE MOTTA,LIDIA DUBILIA PATZÁN RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0589-46,01-609,GUATEMALA,MIXCO,liceo cristiano frater sede san cristobal,liceo,"1A.  CALLE  18-81  SECTOR  B-1 CIUDAD  SAN  CRISTOBAL,  ZONA 8",22433031,SILVIA HORTENSIA GONZALEZ MARTINEZ,PATRICIA CAROLINA MARTÍNEZ MONZÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0591-46,01-607,GUATEMALA,MIXCO,instituto cristiano integral de musica,instituto,6A.  AVENIDA 3-26 ZONA  2  COLONIA  EL  TESORO,22283875,OLGA MARINA AJQUEJAY SALOJ DE TUBAC,INGRID NOEMI HERNÁNDEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0597-46,01-603,GUATEMALA,MIXCO,centro educativo santander de mixco,centro educativo,8A.   AVENIDA   0-62  ZONA  1,44279767,ROSA ALBELIA ARDON DE MOTTA,JOSÉ DAVID GARCÍA GARMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-0600-46,01-409,GUATEMALA,MIXCO,centro educativo san jose,centro educativo,5A.   AVENIDA  16-86  ZONA   11  COLONIA  COLINAS   DE  MINERVA,24831036,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JORGE MARIO GAITAN RAFAEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0601-46,01-615,GUATEMALA,MIXCO,instituto tecnologico doctor theo bloem,instituto,BOULEVARD  PRINCIPAL   72-70  ZONA  6  SACOJ   GRANDE,24849751,LILIANA MARINA FLORES JIMENEZ,RICARDO RAMIRO RABANALES LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-0603-46,01-603,GUATEMALA,MIXCO,centro educativo juan pablo ii,centro educativo,FINCA   EL  SEMINARIO   CASA 77  COLONIA  PABLO  VI  ZONA  7,41484090,ROSA ALBELIA ARDON DE MOTTA,LIDIA PATRICIA RODAS FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
